_id,username,userLocation,tweet,location
ObjectID(5742d01fa150371dfcaecec8),"Tiny_Maddie",," is that your sad excuse for a pastry? dumb bitch.",
ObjectID(5742d01fa150371dfcaecec9),"infinitysbutera","1d agb zm 5h sg jb sh/➰+more"," ariana is that bitch and she fucking knows it",
ObjectID(5742d020a150371dfcaececa),"MasakoTeenAss",," teen young teen bitch image teenbitch URL",
ObjectID(5742d020a150371dfcaececb),"sabioamorok","Online"," +poemas aquí: URL miamorenletras: rt justnietzsche: these people abstain, it is true: but the bitch sensuality glares …",
ObjectID(5742d021a150371dfcaececc),"voins_voice","United Freetopia of Eagleland"," humor-policing & telling people ""that's not funny""? notatmytable bitch, grow a sense of humor.",
ObjectID(5742d021a150371dfcaececd),"AlleneCockRider",," dirtybitch throat bang for this dirty bitch. thousands of videos: URL URL",
ObjectID(5742d022a150371dfcaecece),"babyysamael","(private) "," you're tempting me to run my mouth and call you out on this, bitch. how ignorant you gotta be to believe any of this",
ObjectID(5742d023a150371dfcaececf),"mintsmall","카카오톡ID:mks072"," avril lavigne - what the hell URL via AT_USER i ask by dirty bitch and boss ㅗ",
ObjectID(5742d024a150371dfcaeced0),"valentina_liabi",," busty milf bitch deeply fingers her slit URL",
ObjectID(5742d025a150371dfcaeced1),"ellelouisegray",," AT_USER that's okay bitch, thank you love uuu 💕💕💕",
ObjectID(5742d025a150371dfcaeced2),"Pearliekq_17","Tacloban City, Eastern Visayas"," when you ordered large fries but the cashier was fcking dumb she pressed the regular 😢😢😢 bitch u, don't do that to me",
ObjectID(5742d027a150371dfcaeced3),"_Radriguez","bampo jr"," grab her by the neck say bitch don't ever disrespect me⁰pop the mac 11 if your soul is feeling empty",
ObjectID(5742d02ba150371dfcaeced4),"Kali_kushington","Houston, TX"," a bitch will have her tits out on here for likes & some nigga gone put wifey under her shit 😂 never fails",
ObjectID(5742d02ba150371dfcaeced5),"84da54Dakota",," mature sexygirls bitch tits just send me a message.😘 view photos ❤ i love sex! URL URL",
ObjectID(5742d02da150371dfcaeced6),"SyrupSerious",," let yo bitch have a sisterwife too",
ObjectID(5742d02ea150371dfcaeced7),"jeongookie","satan's throne"," bitch another me URL",
ObjectID(5742d030a150371dfcaeced8),"Iunajade","#prayforsyria #freepalestine"," AT_USER bitch it is now! love u more",
ObjectID(5742d032a150371dfcaeced9),"Muellerisch","Thomas Müller"," if you r a fag yes URL",
ObjectID(5742d034a150371dfcaeceda),"JBotMadden","@JDawgMadden's head"," AT_USER achievement re-locked, bitch!!!!!",
ObjectID(5742d035a150371dfcaecedb),"Robruitenberg","Amstelveen"," AT_USER AT_USER if its a muslim its a terrorist if its a white person a desperate individual all good.",
ObjectID(5742d036a150371dfcaecedc),"MH_Voices","The World"," seriously, who eats solid food for breakfast? yuck. makes me wanna vomit. best i can manage is a fag, a coffee and some drugs. dontjudgeme",
ObjectID(5742d038a150371dfcaecedd),"uniquejazerae","Thornton, CO"," i mean i guess you don't gotta pick the bad bitch. but you'll regret it",
ObjectID(5742d039a150371dfcaecede),"niptuck57","buffalo"," AT_USER AT_USER im still watching the video of garbage fat bitch lol!",
ObjectID(5742d03aa150371dfcaecedf),"Chillinwitchyou","Witch yew"," wait one fan is complaining in my tl let me block that bitch URL",
ObjectID(5742d03ba150371dfcaecee0),"QweenPushaLucy","none of your fucking business"," drea a bitch",
ObjectID(5742d03ba150371dfcaecee1),"_ItsDiamond1",," i can't believe i have really turned into a crazy bitch",
ObjectID(5742d03ca150371dfcaecee2),"LifeisGroovy_","Cheese Factory"," assist from rondo, bitch i feel like monta URL",
ObjectID(5742d03ca150371dfcaecee3),"HARRYOWNSDISASS","San Antonio Heights, CA"," lemonade is perfection. bitch is getting snatched left and right. 🍋🍋🍋🍋🍋 love it",
ObjectID(5742d03ea150371dfcaecee4),"iLikeCaliDonks","Born on November 5th"," i'd slap a bitch if she spit on my dick.",
ObjectID(5742d03ea150371dfcaecee5),"_heymynameisNAY","Brooklyn, NY"," nah, i'm wild upset this morning because of meek mill's win for best rap album. like how? bitch where?",
ObjectID(5742d040a150371dfcaecee6),"eyndur","BCD ✈ MNL"," let's kill this bitch.",
ObjectID(5742d042a150371dfcaecee7),"brixtontubee",," tits ass boobs fanny cock: filthy fair haired bitch in black fishnets fucks herself with purple dildo URL",
ObjectID(5742d043a150371dfcaecee8),"whathatins",," every ugly bitch in my mentions in getting blocked 🤘",
ObjectID(5742d044a150371dfcaecee9),"confusedcomet","Mᴀᴅ-ᴍᴀx-ɪɴɢ."," AT_USER i always wanted her to go back to the 🐳 she used to be. little fake bitch. pfft. hahaha.",
ObjectID(5742d044a150371dfcaeceea),"Anna_McNulty","Nottingham/Lincoln"," do some work ya bitch AT_USER",
ObjectID(5742d047a150371dfcaeceeb),"godlyhunty","christian, melissa"," ain't you ever seen a princess be a bad bitch URL",
ObjectID(5742d047a150371dfcaeceec),"CrankinYurGirl","My World Bitch #OMA"," bitch whett",
ObjectID(5742d047a150371dfcaeceed),"heyitsmekates",," ""AT_USER bitch please, i don't care if you don't like me.""ohh well 💁",
ObjectID(5742d047a150371dfcaeceee),"HarunoMiyabi","Chocoland"," AT_USER AT_USER id say a seme w/ many uke. thats a manwhore but a uke w/ many seme is just a bitch. ugly. dirty bitch",
ObjectID(5742d049a150371dfcaeceef),"Britishized_","Leo DiCaprio's yatch"," c'est la petite hallucination auditive de ""bitch better have my money"" 🙊",
ObjectID(5742d04ca150371dfcaecef0),"kimlanobs","Waiting for ⁷∕₂₇ {0/6}"," i'm a supportive motherfucker so appreciate it bitch because at least i support you cause you're my fine homie bruh ❤",
ObjectID(5742d04ca150371dfcaecef1),"cgaucher21",," of all things you could pick to be you sure look like a bitch to me",
ObjectID(5742d04ca150371dfcaecef2),"MissHollyRachy","hollyrachaelxo@live.co.uk"," looking at booking a last minute mini holiday for this bank holiday weekend. price is £480. spending money £300. beg, bitch.",
ObjectID(5742d04fa150371dfcaecef3),"HazeyBaby_Promo","International"," [new music] sexy AT_USER new single ""im that chick"" URL via AT_USER AT_USER URL",
ObjectID(5742d04fa150371dfcaecef4),"HazeyBabyPromo_","International"," [new music] sexy AT_USER new single ""im that chick"" URL via AT_USER AT_USER URL",
ObjectID(5742d04fa150371dfcaecef5),"mixersversion",," bitch i didn't even mention 5h nor in that other tweet where i replied to liam URL",
ObjectID(5742d050a150371dfcaecef6),"bbymidd",," AT_USER AT_USER AT_USER yeah cause you a hater bitch 😂😂 i believe would steal my picture to catfish someone",
ObjectID(5742d051a150371dfcaecef7),"checkitoutTDOLL",," see a nigga can't be a woman beater to me because ain't no punk ass bitch lol we legit gone fight ‼️",
ObjectID(5742d051a150371dfcaecef8),"Swearingendmu",," i hate when people tell me to calm down when i'm not even mad ! bitch move!",
ObjectID(5742d051a150371dfcaecef9),"linqerie",," im gon cook your ""laspag"" pussy bitch",
ObjectID(5742d054a150371dfcaecefa),"america_take","WHERE MUSLIMS ARE NOT"," right! what the hell have they done for the world that's positive? obama is a muslim asshole who funded terrorist! URL",
ObjectID(5742d054a150371dfcaecefb),"_Radriguez","bampo jr"," grab her by the neck say bitch don't ever disrespect me pop the mac 11 if yo soul is feeling empty",
ObjectID(5742d055a150371dfcaecefc),"dandymuke","lrh/4"," if michael and luke will start having bad feelings for each other just bc of arzaylea istg im gonna cut that bitch!",
ObjectID(5742d056a150371dfcaecefd),"keemkahlil","By Da Beach"," first1 was ight but cadi really that bitch😩😋",
ObjectID(5742d056a150371dfcaecefe),"EastNashNews","Nashville, TN"," nashville firefighter brennen (martin) tatum calls east nashville citizen a 'bitch',… URL URL",
ObjectID(5742d056a150371dfcaeceff),"jj_ress","Talisay City, Central Visayas"," AT_USER this bitch😑",
ObjectID(5742d056a150371dfcaecf00),"elloquench","artist hell (check me link)"," this alpha bitch kicked that poor dog motherfucker who is she regina george?? URL",
ObjectID(5742d058a150371dfcaecf01),"TarynMSMusic","Barter School"," i'm pinning this URL",
ObjectID(5742d059a150371dfcaecf02),"dvbixo","Hawaii, USA"," best believe if this piercing closes, that's it! i am not repiercing this son of a bitch",
ObjectID(5742d05ea150371dfcaecf03),"ZacariasElDivo","Houston, Texas"," lil' kim - shut up bitch (lyrics video) hd URL i dedicate this to both my haters and lilkimhaters. i love her",
ObjectID(5742d05ea150371dfcaecf04),"itsmeeyegailee",," i feel sorry for u bitch",
ObjectID(5742d05ea150371dfcaecf05),"XxYour_WishxX",," kodak why you do me like that i just want a lil love... no bitch ima thugg😈 URL",
ObjectID(5742d060a150371dfcaecf06),"Pretty_chinadol","WHEREEVA THE MONEY AT "," bitch stepped on my shit",
ObjectID(5742d061a150371dfcaecf07),"ParkerSwarens",," AT_USER bitch what you talking about, have you looked in the mirror ?",
ObjectID(5742d061a150371dfcaecf08),"baye_baye93",," late night thoughts got a bitch head fucking twisted",
ObjectID(5742d062a150371dfcaecf09),"serenityserrano","somewhere watching OTH"," this bitch AT_USER URL",
ObjectID(5742d065a150371dfcaecf0a),"_DaNkYy",," AT_USER you the dumb bitch to put up with the shit",
ObjectID(5742d066a150371dfcaecf0b),"ayejefrsn_",," i can't with people who have no chill ... bitch die in a hole 🙄😒",
ObjectID(5742d067a150371dfcaecf0c),"madonnathot","Malawi Orphange|@goidenflower"," they hated each other dumbass URL",
ObjectID(5742d067a150371dfcaecf0d),"Xumeradio","Jamaica"," nowplaying on xumeradio bitch in the pit - body count rock rave metal jamaica xume listen at: URL",
ObjectID(5742d068a150371dfcaecf0e),"___Gibbs","718 ✈ 402"," lmaooooo broke ass bitch get some heroine fuck ya peasant drugs. URL",
ObjectID(5742d069a150371dfcaecf0f),"OdeezyDaBaddezt","Land of Duh Bad Bitchez"," AT_USER i'm da baddezt bitch!!",
ObjectID(5742d06aa150371dfcaecf10),"wakandanprince2","somewhere"," AT_USER ""bitch please"" URL",
ObjectID(5742d06ba150371dfcaecf11),"ssradio1",," nowplaying yg - me & my bitch (dirty) on streetstyleradio URL",
ObjectID(5742d06ca150371dfcaecf12),"TRDSOLAR","BED"," i missed my 100 bc of ten. bitch 💕",
ObjectID(5742d06ea150371dfcaecf13),"sophh_oneill","Essex"," AT_USER you could've saved this from happening but you had to be a lazy bitch🙄",
ObjectID(5742d06ea150371dfcaecf14),"JennyAllOver",," yara and theon: nop bitch",
ObjectID(5742d070a150371dfcaecf15),"PainfulPorn",," punishporn take that bitch. free videos. free instant access: URL URL",
ObjectID(5742d071a150371dfcaecf16),"paranoidpeople3","on planet off"," son of a bitch georgemartin",
ObjectID(5742d071a150371dfcaecf17),"MallPublicNude",," gagging horny bitch gagging on a hard rod. don't wait: URL URL",
ObjectID(5742d071a150371dfcaecf18),"CathyTeenBitch",," teen young teen bitch image girlfriends URL",
ObjectID(5742d071a150371dfcaecf19),"axelbot_en","The World that Never Was"," sora? he say, ""hell yeah bitch, dis go hard as hell, orgy xiii, i will suck big dick, team slut all day? and week month year and century? i",
ObjectID(5742d071a150371dfcaecf1a),"StunningAuction",," w0133-1779453-fag fag - front wheel hub assembly URL URL",
ObjectID(5742d072a150371dfcaecf1b),"desdarlene","Long Beach, CA     "," i spoiled my bitch n now she actin like a brat",
ObjectID(5742d072a150371dfcaecf1c),"SexExpertYash","Delhite in Bengaluru, India"," help that bitch down while i fuck her ass open URL AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER",
ObjectID(5742d073a150371dfcaecf1d),"VKabzz",," bitch i got your man 󾌯󾌯 eating pum pum󾰴󾰴 like its rice and stew 󾌮󾌮󾌮󾌮 🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞 which girl 󾌩can sing or rap 󾍔... URL",
ObjectID(5742d075a150371dfcaecf1e),"Kippykat4774","Indiana "," running from your problems doesn't make things easier just makes you a little bitch for what awaits you in the real world to come.",
ObjectID(5742d076a150371dfcaecf1f),"WeirdPeople27",," only AT_USER can make this dance look cool. every time i see someone else do it i wanna shoot them in the face URL",
ObjectID(5742d078a150371dfcaecf20),"BrokenTeenLou",," teens young teen bitch image girlfriend URL",
ObjectID(5742d078a150371dfcaecf21),"ELENA69420",," AT_USER u want a finger in the booty ass bitch ?",
ObjectID(5742d07aa150371dfcaecf22),"TJRose209","Mesa, AZ"," i slapped a bitch, and she liked it",
ObjectID(5742d07aa150371dfcaecf23),"BlalockCoble1",," busty bitch having whole cock in her throat URL",
ObjectID(5742d07da150371dfcaecf24),"shemampatuan","dvo x konoha "," AT_USER vampires don't die bitch 🙄",
ObjectID(5742d07ea150371dfcaecf25),"MimosaDiii",," no other bitch gon' fuck me like you do, i swear",
ObjectID(5742d07fa150371dfcaecf26),"skieladenae","Dededo, GU"," AT_USER we gotta have somethin. these niggas playing if they think we gon sit around for 4 hours w/o some food 🙄 smh i'm a hungry bitch",
ObjectID(5742d07fa150371dfcaecf27),"KINGReGREASY","East Oakland... "," ""if she sing lemonade and she ain't on nun... imma get the bitch some coffee"" 😂",
ObjectID(5742d080a150371dfcaecf28),"mvgnificent_","Oakland, CA"," i fought back 😂 URL",
ObjectID(5742d081a150371dfcaecf29),"xyrheenlpz_","chrìstian lancé"," hi bitch, enjoy stalking! ☺😘",
ObjectID(5742d082a150371dfcaecf2a),"eloisesiole_","sheffffffff"," AT_USER AT_USER bitch she already knows 🙄",
ObjectID(5742d082a150371dfcaecf2b),"steijn823",," ik vind een AT_USER leuk: URL migos ""look at my dab (bitch dab)"" (wshh exclusive - official music video)",
ObjectID(5742d082a150371dfcaecf2c),"canisrich","under your mom bed"," bitch you new too!!! AT_USER URL",
ObjectID(5742d083a150371dfcaecf2d),"maksim_quidmes",," bitch boy tributes URL",
ObjectID(5742d083a150371dfcaecf2e),"Gosh_Ari","Ü City of Dreams Ü"," AT_USER i fucken hate you guys! bitch ass willis faking his death",
ObjectID(5742d085a150371dfcaecf2f),"harmotheist","fabfive"," i'm such a fatass bitch",
ObjectID(5742d085a150371dfcaecf30),"rutilanthes","au // bomb diggity //"," AT_USER the lil bitch im too good for him anyway",
ObjectID(5742d086a150371dfcaecf31),"healy0223","somewhere bumpin rap"," iconic URL",
ObjectID(5742d086a150371dfcaecf32),"SaundraTeenBoob",," bitch young teen bitch image girlfriends URL",
ObjectID(5742d087a150371dfcaecf33),"MyHotGFUlla",," bitch young teen bitch image girlfriends URL",
ObjectID(5742d087a150371dfcaecf34),"AuraOfMJH",," AT_USER AT_USER AT_USER bitch even tyga & kylie can be in a relationship so why not?",
ObjectID(5742d087a150371dfcaecf35),"pam_micah","Angeles City, Central Luzon"," bitch ako? omg. i know. 😉👍",
ObjectID(5742d087a150371dfcaecf36),"arng_girl","Kuwait"," 👭🔥💓 who are you? jk i love you bitch and i miss you more than words. you my main forever and always.",
ObjectID(5742d08ba150371dfcaecf37),"tinapyy","ph "," bitch bitch bitch! ur so bitch to me earth!",
ObjectID(5742d08ba150371dfcaecf38),"__LilNyNy__","free coop "," AT_USER AT_USER 😘 as long as i'm alive bitch i'm gone be here",
ObjectID(5742d08ca150371dfcaecf39),"MasakoTeenAss",," teens young teen bitch image girlfriends URL",
ObjectID(5742d08da150371dfcaecf3a),"himercs","24"," AT_USER you bitch ass you spam me at 1 am to wake up and now that i am awake you don't tell me",
ObjectID(5742d08ea150371dfcaecf3b),"_iHateYOULevvi",," AT_USER AT_USER AT_USER bitch i make too much money to be a catfish lol",
ObjectID(5742d08fa150371dfcaecf3c),"TeenGFLiza",," bitch young teen bitch image girlfriend URL",
ObjectID(5742d090a150371dfcaecf3d),"AKirley",," AT_USER AT_USER checks and balances bitch. do you speak it?",
ObjectID(5742d091a150371dfcaecf3e),"singsanahi","Another day another drama"," it's britney, bitch URL",
ObjectID(5742d093a150371dfcaecf3f),"babyangeIagb",," wheres my code bitch",
